Year,Country,Clean GW,Fossil GW,Gas and Other Fossil GW,"Hydro, Bioenergy and Other Renewables GW",Renewables GW,Wind and Solar GW,Bioenergy GW,Coal GW,Gas GW,Hydro GW,Nuclear GW,Other Fossil GW,Other Renewables GW,Solar GW,Wind GW,Demand TWh,Demand per capita MWh,Clean %,Fossil %,Gas and Other Fossil %,"Hydro, Bioenergy and Other Renewables %",Renewables %,Wind and Solar %,Clean TWh,Fossil TWh,Gas and Other Fossil TWh,"Hydro, Bioenergy and Other Renewables TWh",Renewables TWh,Wind and Solar TWh,Bioenergy %,Coal %,Gas %,Hydro %,Nuclear %,Other Fossil %,Other Renewables %,Solar %,Wind %,Bioenergy TWh,Coal TWh,Gas TWh,Hydro TWh,Nuclear TWh,Other Fossil TWh,Other Renewables TWh,Solar TWh,Wind TWh,Total Generation TWh,Net Imports TWh,Clean mtCO2,Fossil mtCO2,Gas and Other Fossil mtCO2,"Hydro, Bioenergy and Other Renewables mtCO2",Renewables mtCO2,Wind and Solar mtCO2,CO2 intensity gCO2/kWh,Bioenergy mtCO2,Coal mtCO2,Gas mtCO2,Hydro mtCO2,Nuclear mtCO2,Other Fossil mtCO2,Other Renewables mtCO2,Solar mtCO2,Wind mtCO2,Total emissions mtCO2,"GDP per capita,PPP"
2019,Denmark,9.18,3.89,2.07,1.99,9.18,7.19,1.8,1.82,0.84,0.01,0,1.23,0.18,1.08,6.11,35.18,6.07,78.55,21.45,10.18,20.29,78.55,58.26,23.07,6.3,2.99,5.96,23.07,17.11,20.22,11.27,7.15,0.07,0,3.03,0,3.27,54.99,5.94,3.31,2.1,0.02,0,0.89,0,0.96,16.15,29.37,5.81,1.53,4.47,1.38,1.28,1.53,0.25,204.29,1.28,3.09,0.79,0,0,0.59,0,0.05,0.2,6,56813.965
2020,Denmark,9.66,3.63,2.07,2.1,9.66,7.56,1.91,1.56,0.84,0.01,0,1.23,0.18,1.3,6.26,35.46,6.09,82.05,17.95,7.24,20.78,82.05,61.27,23.45,5.13,2.07,5.94,23.45,17.51,20.71,10.71,4.13,0.07,0,3.11,0,4.13,57.14,5.92,3.06,1.18,0.02,0,0.89,0,1.18,16.33,28.58,6.88,1.55,3.85,1.03,1.28,1.55,0.27,188.94,1.28,2.82,0.44,0,0,0.59,0,0.06,0.21,5.4,55275.062
2021,Denmark,10.87,3.63,2.07,2.17,10.87,8.7,1.98,1.56,0.84,0.01,0,1.23,0.18,1.7,7,37.79,6.46,79.28,20.71,7.44,26.55,79.28,52.73,26.1,6.82,2.45,8.74,26.1,17.36,26.49,13.27,4.68,0.06,0,2.76,0,3.98,48.75,8.72,4.37,1.54,0.02,0,0.91,0,1.31,16.05,32.92,4.87,2.15,5.19,1.18,1.89,2.15,0.26,222.97,1.89,4.01,0.58,0,0,0.6,0,0.06,0.2,7.34,58802.96
2022,Denmark,12.16,3.63,2.07,2.01,12.16,10.15,1.83,1.56,0.84,0.01,0,1.23,0.17,3.07,7.08,36.25,6.19,81.44,18.57,5.87,20.87,81.44,60.57,28.41,6.48,2.05,7.28,28.41,21.13,20.84,12.7,2.92,0.03,0,2.95,0,6.31,54.26,7.27,4.43,1.02,0.01,0,1.03,0,2.2,18.93,34.89,1.36,1.91,5.13,1.06,1.57,1.91,0.34,201.78,1.57,4.07,0.38,0,0,0.68,0,0.1,0.24,7.04,59935.12
2000,Belgium,5.94,10.98,8.39,0.22,0.23,0.01,0.07,2.59,8.24,0.1,5.71,0.15,0.05,0,0.01,87.12,8.49,59.44,40.56,24.95,1.25,1.27,0.02,49.21,33.58,20.66,1.03,1.05,0.02,0.69,15.61,19.3,0.56,58.17,5.65,0,0,0.02,0.57,12.92,15.98,0.46,48.16,4.68,0,0,0.02,82.79,4.33,0.36,21.96,9.4,0.13,0.13,0,269.6,0.12,12.56,6.32,0.01,0.23,3.08,0,0,0,22.32,43024.14
2001,Belgium,6.02,10.63,8.17,0.25,0.28,0.03,0.09,2.46,8.02,0.11,5.74,0.15,0.05,0,0.03,87.74,8.51,60.32,39.68,27.04,1.32,1.37,0.05,47.43,31.2,21.26,1.04,1.08,0.04,0.76,12.64,20.07,0.56,58.95,6.97,0,0,0.05,0.6,9.94,15.78,0.44,46.35,5.48,0,0,0.04,78.63,9.11,0.36,19.52,9.85,0.14,0.14,0,252.83,0.13,9.67,6.24,0.01,0.22,3.61,0,0,0,19.88,43347.89
2002,Belgium,6.06,10.6,8.14,0.27,0.3,0.03,0.09,2.46,7.99,0.11,5.76,0.15,0.07,0,0.03,88.53,8.55,59.91,40.08,27.69,1.33,1.4,0.07,48.5,32.44,22.41,1.08,1.14,0.06,0.89,12.39,22.08,0.44,58.51,5.61,0,0,0.07,0.72,10.03,17.87,0.36,47.36,4.54,0,0,0.06,80.94,7.59,0.4,19.82,10.06,0.17,0.17,0,249.82,0.16,9.76,7.07,0.01,0.23,2.99,0,0,0,20.22,43890.598
2003,Belgium,6.17,10.58,8.12,0.34,0.41,0.07,0.16,2.46,7.97,0.11,5.76,0.15,0.07,0,0.07,89.98,8.65,58.13,41.88,30.34,1.33,1.44,0.11,48.58,34.99,25.35,1.11,1.2,0.09,1.03,11.54,25.86,0.3,56.69,4.48,0,0,0.11,0.86,9.64,21.61,0.25,47.38,3.74,0,0,0.09,83.57,6.41,0.43,20.39,11.01,0.2,0.2,0,249.13,0.19,9.38,8.55,0.01,0.23,2.46,0,0,0,20.82,44160.91
2004,Belgium,6.23,10.56,8.1,0.37,0.47,0.1,0.18,2.46,7.95,0.12,5.76,0.15,0.07,0,0.1,90.69,8.67,58.87,41.13,30.09,1.64,1.81,0.17,48.81,34.1,24.95,1.36,1.5,0.14,1.25,11.04,24.17,0.39,57.06,5.92,0,0,0.17,1.04,9.15,20.04,0.32,47.31,4.91,0,0,0.14,82.91,7.78,0.46,20.07,11.16,0.23,0.23,0,247.62,0.22,8.91,7.93,0.01,0.23,3.23,0,0,0,20.53,45540.47
2005,Belgium,6.59,10.63,8.17,0.62,0.79,0.17,0.45,2.46,8.02,0.1,5.8,0.15,0.07,0,0.17,90.68,8.62,58.9,41.09,31.37,2.22,2.49,0.27,49.71,34.67,26.47,1.88,2.11,0.23,1.88,9.72,25.48,0.34,56.41,5.89,0,0,0.27,1.59,8.2,21.5,0.29,47.6,4.97,0,0,0.23,84.38,6.3,0.58,19.76,11.78,0.35,0.35,0,241.05,0.34,7.98,8.51,0.01,0.23,3.27,0,0,0,20.34,46342.188
2006,Belgium,6.7,10.32,8.2,0.67,0.88,0.21,0.46,2.12,8.05,0.11,5.82,0.15,0.1,0,0.21,93.5,8.84,59.53,40.48,32.26,3.11,3.55,0.44,49.61,33.73,26.88,2.59,2.96,0.37,2.68,8.22,26.39,0.43,55.98,5.87,0,0,0.44,2.23,6.85,21.99,0.36,46.65,4.89,0,0,0.37,83.34,10.16,0.72,18.58,11.92,0.49,0.49,0,231.58,0.48,6.66,8.7,0.01,0.23,3.22,0,0,0,19.3,47212.58
2007,Belgium,6.81,10.33,8.21,0.69,0.99,0.3,0.49,2.12,8.06,0.11,5.82,0.15,0.09,0.02,0.28,93.59,8.79,59.58,40.42,32.97,3.45,4.02,0.57,51.72,35.09,28.62,2.99,3.49,0.5,3,7.45,28.41,0.45,55.56,4.56,0,0.01,0.56,2.6,6.47,24.66,0.39,48.23,3.96,0,0.01,0.49,86.81,6.78,0.81,18.66,12.37,0.57,0.58,0.01,224.28,0.56,6.29,9.76,0.01,0.23,2.61,0,0,0.01,19.47,48590.402
2008,Belgium,7,10.5,8.38,0.8,1.18,0.38,0.6,2.12,8.23,0.11,5.82,0.15,0.09,0.06,0.32,93.66,8.73,60.18,39.82,33.14,4.5,5.32,0.82,49.99,33.07,27.52,3.74,4.42,0.68,4.01,6.68,29.03,0.49,54.86,4.11,0,0.05,0.77,3.33,5.55,24.11,0.41,45.57,3.41,0,0.04,0.64,83.06,10.6,0.96,17.17,11.78,0.73,0.74,0.01,218.28,0.72,5.39,9.54,0.01,0.22,2.24,0,0,0.01,18.13,48423.516
2009,Belgium,7.92,10.37,8.5,1.02,2.02,1,0.8,1.87,8.35,0.11,5.9,0.15,0.11,0.39,0.61,87.92,8.14,58.67,41.33,35.56,4.77,6.06,1.29,52.66,37.1,31.92,4.28,5.44,1.16,4.4,5.77,32.59,0.37,52.61,2.97,0,0.19,1.1,3.95,5.18,29.25,0.33,47.22,2.67,0,0.17,0.99,89.76,-1.84,1.11,18.36,13.33,0.86,0.88,0.02,216.91,0.85,5.03,11.57,0.01,0.23,1.76,0,0.01,0.01,19.47,47064.79
2010,Belgium,8.99,9.83,8.42,1.14,3.06,1.92,0.89,1.41,8.27,0.12,5.93,0.15,0.13,1.01,0.91,93.56,8.6,58.57,41.43,36.91,5.04,7.03,1.99,54.48,38.53,34.33,4.69,6.54,1.85,4.71,4.52,33.16,0.33,51.54,3.75,0,0.6,1.39,4.38,4.2,30.84,0.31,47.94,3.49,0,0.56,1.29,93.01,0.55,1.24,18.56,14.5,0.96,1.01,0.05,212.88,0.95,4.06,12.2,0.01,0.23,2.3,0,0.03,0.02,19.8,47972.56
2011,Belgium,10.13,10.58,9.17,1.15,4.2,3.05,0.91,1.41,9.02,0.12,5.93,0.15,0.12,1.98,1.07,91.77,8.38,63.36,36.64,32.74,5.41,9.31,3.9,56.54,32.69,29.21,4.83,8.31,3.48,5.19,3.9,28.51,0.22,54.05,4.23,0,1.31,2.59,4.63,3.48,25.44,0.2,48.23,3.77,0,1.17,2.31,89.23,2.54,1.32,15.9,12.55,1,1.09,0.09,192.98,1,3.35,10.07,0,0.23,2.48,0,0.06,0.03,17.22,48154.87
2012,Belgium,11.05,9.58,8.43,1.1,5.12,4.02,0.87,1.15,8.24,0.12,5.93,0.19,0.11,2.65,1.37,91.45,8.29,62.33,37.68,33.52,6.87,12.9,6.03,50.8,30.71,27.32,5.6,10.51,4.91,6.43,4.16,28.92,0.44,49.43,4.6,0,2.64,3.39,5.24,3.39,23.57,0.36,40.29,3.75,0,2.15,2.76,81.51,9.94,1.46,15.06,11.8,1.14,1.27,0.13,202.68,1.13,3.26,9.33,0.01,0.19,2.47,0,0.1,0.03,16.52,48210.926
2013,Belgium,11.68,8.5,7.94,1.08,5.75,4.67,0.84,0.56,7.75,0.12,5.93,0.19,0.12,2.9,1.77,91.59,8.25,66.33,33.66,29.99,6.6,14.3,7.7,54.36,27.59,24.58,5.41,11.72,6.31,6.14,3.67,25.38,0.46,52.03,4.61,0,3.22,4.48,5.03,3.01,20.8,0.38,42.64,3.78,0,2.64,3.67,81.95,9.64,1.49,13.61,10.72,1.1,1.28,0.18,184.26,1.09,2.89,8.23,0.01,0.21,2.49,0,0.13,0.05,15.1,48204.586
2014,Belgium,11.91,8.25,7.69,1.03,5.98,4.95,0.79,0.56,7.5,0.12,5.93,0.19,0.12,3.02,1.93,88.8,7.95,64.48,35.52,32.58,6.6,17.15,10.55,45.91,25.29,23.2,4.7,12.21,7.51,6.19,2.94,27.16,0.41,47.33,5.42,0,4.06,6.49,4.41,2.09,19.34,0.29,33.7,3.86,0,2.89,4.62,71.2,17.6,1.32,12.2,10.19,0.96,1.16,0.2,189.89,0.95,2.01,7.65,0.01,0.16,2.54,0,0.14,0.06,13.52,48748.62
2015,Belgium,12.27,8.15,7.59,1.05,6.36,5.31,0.82,0.56,7.4,0.11,5.91,0.19,0.12,3.13,2.18,89.43,7.95,59.26,40.74,37.72,8.51,21.12,12.61,40.55,27.88,25.81,5.82,14.45,8.63,8.04,3.02,32.18,0.47,38.14,5.54,0,4.47,8.14,5.5,2.07,22.02,0.32,26.1,3.79,0,3.06,5.57,68.43,21,1.55,13.19,11.2,1.2,1.42,0.22,215.4,1.19,1.99,8.71,0.01,0.13,2.49,0,0.15,0.07,14.74,49456.4
2016,Belgium,12.6,7.48,7.48,1.03,6.69,5.66,0.8,0,7.29,0.11,5.91,0.19,0.12,3.33,2.33,90.5,8,68.52,31.49,31.03,6.8,16.91,10.11,57.77,26.55,26.16,5.73,14.25,8.52,6.36,0.46,26.19,0.44,51.61,4.84,0,3.68,6.43,5.36,0.39,22.08,0.37,43.52,4.08,0,3.1,5.42,84.32,6.18,1.6,11.79,11.42,1.17,1.39,0.22,158.8,1.16,0.37,8.74,0.01,0.21,2.68,0,0.15,0.07,13.39,49829.926
2017,Belgium,13.35,7.46,7.46,1.03,7.43,6.4,0.79,0,7.27,0.11,5.92,0.19,0.13,3.62,2.78,91.36,8.03,68,32,31.89,7,18.52,11.52,58.03,27.31,27.22,5.97,15.8,9.83,6.68,0.11,26.97,0.32,49.48,4.92,0,3.88,7.64,5.7,0.09,23.02,0.27,42.23,4.2,0,3.31,6.52,85.34,6.02,1.68,11.96,11.87,1.24,1.48,0.24,159.83,1.23,0.09,9.11,0.01,0.2,2.76,0,0.16,0.08,13.64,50442.27
2018,Belgium,14.22,7.2,7.2,1,8.3,7.3,0.76,0,7.01,0.11,5.92,0.19,0.13,4,3.3,91.21,7.97,61.95,38.04,37.92,7.71,23.24,15.53,45.77,28.11,28.02,5.7,17.17,11.47,7.32,0.12,32.47,0.39,38.71,5.45,0,5.28,10.25,5.41,0.09,23.99,0.29,28.6,4.03,0,3.9,7.57,73.88,17.33,1.61,12.23,12.14,1.18,1.47,0.29,187.33,1.17,0.09,9.49,0.01,0.14,2.65,0,0.19,0.1,13.84,51113.48
2019,Belgium,15.44,7.17,7.17,1.01,9.51,8.5,0.78,0,6.98,0.1,5.93,0.19,0.13,4.64,3.86,90.84,7.89,67.95,32.05,31.95,5.89,21,15.11,62.98,29.71,29.62,5.46,19.46,14,5.57,0.1,27.55,0.32,46.95,4.4,0,4.59,10.52,5.16,0.09,25.54,0.3,43.52,4.08,0,4.25,9.75,92.69,-1.85,1.66,12.88,12.79,1.13,1.45,0.32,156.87,1.12,0.09,10.11,0.01,0.21,2.68,0,0.2,0.12,14.54,51977.17
2020,Belgium,17.22,7.16,7.16,1.04,11.28,10.24,0.79,0,6.97,0.11,5.94,0.19,0.14,5.57,4.67,87.95,7.61,65.57,34.44,34.35,6.27,26.57,20.3,57.88,30.4,30.32,5.53,23.45,17.92,5.96,0.09,30.34,0.31,39,4.01,0,5.79,14.51,5.26,0.08,26.78,0.27,34.43,3.54,0,5.11,12.81,88.28,-0.33,1.72,13.01,12.93,1.15,1.55,0.4,166.86,1.14,0.08,10.6,0.01,0.17,2.33,0,0.24,0.16,14.73,49030.992
2021,Belgium,17.74,7.16,7.16,0.93,11.89,10.96,0.67,0,6.97,0.11,5.85,0.19,0.15,6.01,4.95,91.51,7.88,73.5,26.49,26.45,5.14,22.86,17.72,73.06,26.33,26.29,5.11,22.73,17.62,4.72,0.04,22.66,0.42,50.64,3.79,0,5.65,12.07,4.69,0.04,22.52,0.42,50.33,3.77,0,5.62,12,99.39,-7.88,1.68,11.43,11.39,1.02,1.44,0.42,131.91,1.01,0.04,8.91,0.01,0.24,2.48,0,0.27,0.15,13.11,52174.906
2022,Belgium,17.89,7.29,7.29,0.99,13.05,12.06,0.72,0,7.1,0.12,4.84,0.19,0.15,6.76,5.3,86.61,7.46,72.38,27.63,27.58,5.54,25.77,20.23,68.13,26.01,25.96,5.21,24.25,19.04,5.25,0.05,23.32,0.29,46.61,4.26,0,7.31,12.92,4.94,0.05,21.95,0.27,43.88,4.01,0,6.88,12.16,94.14,-7.53,1.78,11.38,11.33,1.08,1.57,0.49,139.79,1.07,0.05,8.69,0.01,0.21,2.64,0,0.33,0.16,13.16,53287.152
2000,Croatia,2.07,2.17,1.83,2.07,2.07,0,0,0.34,0.16,2.07,0,1.67,0,0,0,14.63,3.22,57.54,42.47,28.64,57.54,57.54,0,6.45,4.76,3.21,6.45,6.45,0,0,13.83,14.01,57.54,0,14.63,0,0,0,0,1.55,1.57,6.45,0,1.64,0,0,0,11.21,3.42,0.15,3.24,1.75,0.15,0.15,0,302.41,0,1.49,0.67,0.15,0,1.08,0,0,0,3.39,18331.303
2001,Croatia,2.07,2.17,1.83,2.07,2.07,0,0,0.34,0.16,2.07,0,1.67,0,0,0,15.27,3.39,56.31,43.68,30.82,56.31,56.31,0,7.18,5.57,3.93,7.18,7.18,0,0,12.86,14.35,56.31,0,16.47,0,0,0,0,1.64,1.83,7.18,0,2.1,0,0,0,12.75,2.52,0.17,3.74,2.16,0.17,0.17,0,306.67,0,1.58,0.78,0.17,0,1.38,0,0,0,3.91,19644.912
2002,Croatia,2.05,2.37,2.03,2.05,2.05,0,0,0.34,0.16,2.05,0,1.87,0,0,0,15.73,3.51,46.1,53.91,37.28,46.1,46.1,0,5.85,6.84,4.73,5.85,5.85,0,0,16.63,19.94,46.1,0,17.34,0,0,0,0,2.11,2.53,5.85,0,2.2,0,0,0,12.69,3.04,0.14,4.56,2.53,0.14,0.14,0,370.37,0,2.03,1.08,0.14,0,1.45,0,0,0,4.7,20776.125
2003,Croatia,2.06,2.34,2,2.06,2.06,0,0,0.34,0.16,2.06,0,1.84,0,0,0,16.47,3.69,41.49,58.51,40.27,41.49,41.49,0,5.46,7.7,5.3,5.46,5.46,0,0,18.24,15.65,41.49,0,24.62,0,0,0,0,2.4,2.06,5.46,0,3.24,0,0,0,13.16,3.31,0.13,5.32,3.01,0.13,0.13,0,414.13,0,2.31,0.88,0.13,0,2.13,0,0,0,5.45,21933.266
2004,Croatia,2.08,2.34,2,2.07,2.08,0.01,0,0.34,0.16,2.07,0,1.84,0,0,0.01,16.87,3.8,55.01,44.99,29.56,55.01,55.01,0,7.63,6.24,4.1,7.63,7.63,0,0,15.43,17.74,55.01,0,11.82,0,0,0,0,2.14,2.46,7.63,0,1.64,0,0,0,13.87,3,0.18,4.19,2.13,0.18,0.18,0,315.07,0,2.06,1.05,0.18,0,1.08,0,0,0,4.37,22843.691
2005,Croatia,2.09,2.29,1.95,2.08,2.09,0.01,0.01,0.34,0.16,2.07,0,1.79,0,0,0.01,17.46,3.94,54.11,45.9,28.05,54.03,54.11,0.08,7.06,5.99,3.66,7.05,7.06,0.01,0.08,17.85,13.95,53.95,0,14.1,0,0,0.08,0.01,2.33,1.82,7.04,0,1.84,0,0,0.01,13.05,4.41,0.17,4.22,1.98,0.17,0.17,0,336.4,0,2.24,0.77,0.17,0,1.21,0,0,0,4.39,23797.027
2006,Croatia,2.1,2.29,1.95,2.08,2.1,0.02,0.01,0.34,0.16,2.07,0,1.79,0,0,0.02,17.91,4.05,51.51,48.49,31.06,51.36,51.51,0.15,6.65,6.26,4.01,6.63,6.65,0.02,0.08,17.43,15.96,51.28,0,15.1,0,0,0.15,0.01,2.25,2.06,6.62,0,1.95,0,0,0.02,12.91,5,0.16,4.32,2.16,0.16,0.16,0,347.02,0,2.16,0.88,0.16,0,1.28,0,0,0,4.48,24999.281
2007,Croatia,2.09,2.31,1.97,2.07,2.09,0.02,0.01,0.34,0.16,2.06,0,1.81,0,0,0.02,18.44,4.19,37.8,62.2,42.9,37.56,37.8,0.24,4.74,7.8,5.38,4.71,4.74,0.03,0.08,19.3,24.48,37.48,0,18.42,0,0,0.24,0.01,2.42,3.07,4.7,0,2.31,0,0,0.03,12.54,5.9,0.11,5.16,2.83,0.11,0.11,0,420.26,0,2.33,1.31,0.11,0,1.52,0,0,0,5.27,26273.74
2008,Croatia,2.09,2.31,1.97,2.07,2.09,0.02,0.01,0.34,0.16,2.06,0,1.81,0,0,0.02,18.79,4.28,45.7,54.3,34.82,45.39,45.7,0.31,5.84,6.94,4.45,5.8,5.84,0.04,0.16,19.48,19.25,45.23,0,15.57,0,0,0.31,0.02,2.49,2.46,5.78,0,1.99,0,0,0.04,12.78,6.01,0.14,4.75,2.36,0.14,0.14,0,382.63,0,2.39,1.05,0.14,0,1.31,0,0,0,4.89,26805.46
2009,Croatia,2.16,2.39,2.05,2.09,2.16,0.07,0.01,0.34,0.16,2.08,0,1.89,0,0,0.07,18.35,4.19,56.03,43.97,31.61,55.66,56.03,0.37,7.48,5.87,4.22,7.43,7.48,0.05,0.15,12.36,16.55,55.51,0,15.06,0,0,0.37,0.02,1.65,2.21,7.41,0,2.01,0,0,0.05,13.35,5,0.18,3.85,2.26,0.18,0.18,0,301.87,0,1.59,0.94,0.18,0,1.32,0,0,0,4.03,24896.803
2010,Croatia,2.22,2.39,2.05,2.14,2.22,0.08,0.01,0.34,0.16,2.13,0,1.89,0,0,0.08,18.76,4.29,62.88,37.12,21.03,61.93,62.88,0.95,9.3,5.49,3.11,9.16,9.3,0.14,0.2,16.09,17.24,61.73,0,3.79,0,0,0.95,0.03,2.38,2.55,9.13,0,0.56,0,0,0.14,14.79,3.97,0.23,3.74,1.45,0.23,0.23,0,268.43,0.01,2.29,1.08,0.22,0,0.37,0,0,0,3.97,24643.15
2011,Croatia,2.27,2.39,2.05,2.14,2.27,0.13,0.01,0.34,0.16,2.13,0,1.89,0,0,0.13,18.38,4.22,47.02,52.98,30.01,45.24,47.02,1.78,5.28,5.95,3.37,5.08,5.28,0.2,0.45,22.97,23.33,44.79,0,6.68,0,0,1.78,0.05,2.58,2.62,5.03,0,0.75,0,0,0.2,11.23,7.15,0.13,4.08,1.6,0.13,0.13,0,374.89,0.01,2.48,1.11,0.12,0,0.49,0,0,0,4.21,24707.871
2012,Croatia,2.33,2.37,2.03,2.15,2.33,0.18,0.02,0.34,0.16,2.13,0,1.87,0,0,0.18,18,4.16,49.76,50.24,29.05,46.64,49.76,3.12,5.26,5.31,3.07,4.93,5.26,0.33,0.85,21.19,23.75,45.79,0,5.3,0,0,3.12,0.09,2.24,2.51,4.84,0,0.56,0,0,0.33,10.57,7.43,0.13,3.59,1.44,0.13,0.13,0,351.94,0.02,2.15,1.07,0.11,0,0.37,0,0,0,3.72,24203.596
2013,Croatia,2.47,2.32,1.98,2.2,2.47,0.27,0.02,0.34,0.16,2.18,0,1.82,0,0.02,0.25,17.81,4.13,66.57,33.43,16.07,62.77,66.57,3.8,9.28,4.66,2.24,8.75,9.28,0.53,0.93,17.36,14.49,61.84,0,1.58,0,0.07,3.73,0.13,2.42,2.02,8.62,0,0.22,0,0.01,0.52,13.94,3.87,0.24,3.33,1,0.23,0.24,0.01,256.1,0.03,2.33,0.86,0.2,0,0.14,0,0,0.01,3.57,24174.793
2014,Croatia,2.57,2.33,1.99,2.2,2.57,0.37,0.02,0.34,0.16,2.18,0,1.83,0,0.03,0.34,17.38,4.06,74.02,25.99,8.34,68.28,74.02,5.74,9.94,3.49,1.12,9.17,9.94,0.77,1.19,17.65,7.45,67.09,0,0.89,0,0.3,5.44,0.16,2.37,1,9.01,0,0.12,0,0.04,0.73,13.43,3.95,0.25,2.79,0.51,0.24,0.25,0.01,226.36,0.03,2.28,0.43,0.21,0,0.08,0,0,0.01,3.04,24170.154
2015,Croatia,2.72,2.55,2.21,2.25,2.72,0.47,0.05,0.34,0.16,2.2,0,2.05,0,0.05,0.42,18.03,4.24,66.9,33.1,12.55,59.25,66.9,7.65,7.52,3.72,1.41,6.66,7.52,0.86,2.4,20.55,10.68,56.85,0,1.87,0,0.53,7.12,0.27,2.31,1.2,6.39,0,0.21,0,0.06,0.8,11.24,6.79,0.22,2.87,0.65,0.21,0.22,0.01,274.91,0.06,2.22,0.51,0.15,0,0.14,0,0,0.01,3.09,24984.914
2016,Croatia,2.79,2.55,2.21,2.25,2.79,0.54,0.06,0.34,0.16,2.19,0,2.05,0,0.06,0.48,18.13,4.29,66.36,33.65,13.02,57.78,66.36,8.58,8.36,4.24,1.64,7.28,8.36,1.08,3.41,20.63,12.62,54.37,0,0.4,0,0.56,8.02,0.43,2.6,1.59,6.85,0,0.05,0,0.07,1.01,12.6,5.53,0.26,3.21,0.71,0.25,0.26,0.01,275.4,0.09,2.5,0.68,0.16,0,0.03,0,0,0.01,3.47,26056.287
2017,Croatia,2.92,2.55,2.21,2.28,2.92,0.64,0.09,0.34,0.16,2.19,0,2.05,0,0.06,0.58,18.72,4.47,60.49,39.5,27.86,49.61,60.49,10.88,7.12,4.65,3.28,5.84,7.12,1.28,4.5,11.64,26.25,45.11,0,1.61,0,0.68,10.2,0.53,1.37,3.09,5.31,0,0.19,0,0.08,1.2,11.77,6.95,0.25,2.76,1.44,0.24,0.25,0.01,255.74,0.11,1.32,1.31,0.13,0,0.13,0,0,0.01,3.01,27267.51
2018,Croatia,2.99,2.53,2.19,2.33,2.99,0.66,0.12,0.34,0.16,2.2,0,2.03,0.01,0.07,0.59,18.91,4.55,72.34,27.66,16.94,61.91,72.34,10.43,9.78,3.74,2.29,8.37,9.78,1.41,4.96,10.72,16.64,56.95,0,0.3,0,0.52,9.91,0.67,1.45,2.25,7.7,0,0.04,0,0.07,1.34,13.52,5.39,0.34,2.38,0.99,0.32,0.34,0.02,201.18,0.14,1.39,0.96,0.18,0,0.03,0,0,0.02,2.72,28288.168
2019,Croatia,3.07,2.14,1.8,2.34,3.07,0.73,0.13,0.34,0.16,2.2,0,1.64,0.01,0.08,0.65,18.78,4.55,66.01,33.99,21.03,53.76,66.01,12.25,8.35,4.3,2.66,6.8,8.35,1.55,6.96,12.96,20.79,46.09,0,0.24,0.71,0.63,11.62,0.88,1.64,2.63,5.83,0,0.03,0.09,0.08,1.47,12.65,6.13,0.35,2.72,1.14,0.33,0.35,0.02,242.69,0.19,1.58,1.12,0.14,0,0.02,0,0,0.02,3.07,29412.422
2020,Croatia,3.26,1.91,1.57,2.35,3.26,0.91,0.14,0.34,0.16,2.2,0,1.41,0.01,0.11,0.8,17.87,4.36,64.63,35.37,26.15,50.87,64.63,13.76,8.55,4.68,3.46,6.73,8.55,1.82,7.41,9.22,26,42.78,0,0.15,0.68,0.76,13,0.98,1.22,3.44,5.66,0,0.02,0.09,0.1,1.72,13.23,4.64,0.36,2.64,1.47,0.34,0.36,0.02,226.76,0.21,1.17,1.46,0.13,0,0.01,0,0,0.02,3,27002.2
2021,Croatia,3.49,1.88,1.54,2.36,3.49,1.13,0.15,0.34,0.16,2.2,0,1.38,0.01,0.14,0.99,19.07,4.7,69.69,30.31,20.65,55.07,69.69,14.62,10.53,4.58,3.12,8.32,10.53,2.21,7.28,9.66,20.52,47.19,0,0.13,0.6,0.99,13.63,1.1,1.46,3.1,7.13,0,0.02,0.09,0.15,2.06,15.11,3.96,0.45,2.73,1.33,0.41,0.45,0.04,210.46,0.24,1.4,1.32,0.17,0,0.01,0,0.01,0.03,3.18,32060.504
2022,Croatia,3.59,1.89,1.55,2.38,3.59,1.21,0.16,0.34,0.16,2.21,0,1.39,0.01,0.22,0.99,18.93,4.66,63.83,36.17,25.21,46.77,63.83,17.06,9.09,5.15,3.59,6.66,9.09,2.43,7.94,10.96,24.65,38.34,0,0.56,0.49,1.05,16.01,1.13,1.56,3.51,5.46,0,0.08,0.07,0.15,2.28,14.24,4.69,0.41,3.04,1.54,0.37,0.41,0.04,242.28,0.24,1.5,1.49,0.13,0,0.05,0,0.01,0.03,3.45,34302.348
2000,Portugal,4.88,3.39,1.41,4.8,4.88,0.08,0.22,1.98,1.14,4.53,0,0.27,0.05,0,0.08,44.14,4.29,29.79,70.21,36.42,29.4,29.79,0.39,12.87,30.34,15.74,12.7,12.87,0.17,3.01,33.79,16.52,26.2,0,19.9,0.19,0,0.39,1.3,14.6,7.14,11.32,0,8.6,0.08,0,0.17,43.21,0.93,0.55,23.05,9.01,0.55,0.55,0,546.17,0.28,14.04,3.35,0.27,0,5.66,0,0,0,23.6,30383.139
